,Clinton,Trump
i don,0.952318019965,1.05006938757
i get,0.466135602104,2.14529848286
i guarantee,0.452541397917,2.20974258842
i have laid,1.63935415882,0.609996317527
i have said,1.66306121646,0.601300776003
i have worked,1.95553779803,0.511368279871
i hope,1.16509267549,0.85830082107
i hope you,1.63582376336,0.611312796892
i know,2.18845229145,0.456943934262
i know that,1.84893188198,0.540852807909
i know we,1.52863826521,0.654177003649
i love,0.432759550273,2.31075200852
i m,0.375450798582,2.66346483688
i mean,0.326578939272,3.06204681241
i need,2.18226075259,0.458240381592
i remember,6.31499438275,0.158353268331
i said,0.246815165231,4.05161489596
i said i,0.672638904037,1.48668177531
i said to,0.309592101233,3.23005656803
i say,0.363814640866,2.74865243911
i support,1.70088024698,0.587930868017
i thank,3.79736604789,0.263340427915
i think about,1.29240876619,0.773749007401
i think i,0.643800268591,1.55327676732
i ve,0.73711162526,1.35664662682
i want,1.13296328606,0.882641134366
i want to,1.19392782752,0.83757156584
i want us,2.06171267977,0.485033637234
i want you,1.47481096829,0.678052998995
i will,1.01274794649,0.987412518058
i will defend,1.84412668426,0.542262095405
i will do,1.00682353058,0.993222714431
i will fight,1.25960861397,0.793897397103
i will stand,1.64216827903,0.60895099045
i will work,0.639507433017,1.56370348236
i win,0.505530562181,1.97811977121
i won,0.410166138418,2.43803645971
i worked,2.65924731664,0.376046257053
i worked with,1.54309416319,0.648048592145
i would,0.637099515673,1.56961349899
i would have,1.0505220141,0.951907705486
i would say,0.425135471426,2.35219140065
ideas,4.680879641,0.213635059368
if,1.13887061848,0.878062866644
if i,0.382854809993,2.61195621395
if you look,1.01419779613,0.986000959394
if you work,1.22932810914,0.813452480719
illegal,0.207856524403,4.81101087817
illegal immigrants,0.357393930457,2.79803296805
illegal immigration,0.340922934818,2.93321421902
imagine,2.62730337627,0.380618397187
imagine a,2.26190992258,0.442104254469
imagine a tomorrow,1.10132664017,0.907995832958
imagine that,1.54201585045,0.648501764562
imagine that we,1.17761795202,0.849171837341
immigration reform,2.57711351457,0.388031025543
immigration reform with,1.07235326708,0.932528515277
improve,2.67515985975,0.373809436604
improve the,0.995823797061,1.00419371675
in,0.974385769477,1.02628756631
in america,1.5279233467,0.654483094429
in america and,0.83320489393,1.20018498125
in chief,1.85384279026,0.539420065853
in mexico,1.05240909508,0.950200834142
in one,0.511357830629,1.95557775809
in our,2.14509734742,0.466179309391
in our country,1.27162803291,0.786393484667
in people,1.92802185042,0.518666321018
in school,2.62326908814,0.381203744794
in terms,0.694967162302,1.43891690751
in the,1.40184651687,0.713344854782
in the 1990,1.85540190141,0.538966786248
in the history,0.421168855781,2.37434460377
in the senate,1.56591837987,0.638602888156
in the way,1.0181603014,0.982163612769
in the white,1.57919677819,0.633233308103
in the world,0.472652000613,2.11572150061
in this campaign,2.08231703776,0.480234268782
in this election,0.706750164125,1.41492715639
incarceration,2.02829305377,0.493025402883
including,1.74662381287,0.57253313085
income,1.1974854763,0.835083197073
incomes,2.8784514536,0.347409020482
incompetent,0.306943394253,3.25792969884
incredible,0.16451485803,6.07847833305
indiana,0.177515379859,5.63331470656
inequality,3.51243217518,0.284703006386
information,1.96824793176,0.508066074332
infrastructure,1.78317698067,0.560796831072
inherited,3.41783298185,0.292583050521
innovation,1.70917992836,0.585075908865
insurance,3.63101897532,0.275404784937
insurance program,1.14112215245,0.87633037169
intelligence,3.66990175903,0.27248685814
into our,0.433501431549,2.30679745722
into our country,0.225493856719,4.43471061497
into the country,0.30992889851,3.22654649117
invest,3.35094176728,0.298423568492
invest in,2.45767052219,0.406889365752
investing in,1.99870438254,0.500324114328
investment,10.7633314548,0.0929080372744
investment in,1.82746318875,0.547206644793
investments,2.74516582873,0.364276718563
iran deal,0.352719137107,2.83511693808
is a disaster,0.494267621441,2.02319544437
is also,1.6115658256,0.620514523274
is going,0.401046393233,2.49347710607
is going on,0.423857426534,2.35928389453
is going to,0.795924674367,1.25640030044
is not just,0.895790338261,1.11633264759
is not only,6.72706520768,0.14865323423
is not the,4.03538071394,0.247808093185
is ok,0.342444804434,2.9201786304
is to,1.22326825752,0.817482178463
is what,1.13429337674,0.881606135156
is what i,1.88128171749,0.531552499928
is why,1.89687708931,0.527182285892
is why i,1.47073002575,0.679934442416
islamic,0.100455587416,9.95464787699
issue,2.49242564858,0.401215579116
issues,1.97761271296,0.505660179795
issues that,2.21045968465,0.452394588756
it,0.879323874765,1.1372374033
it and,0.827376752368,1.20863922891
it comes to,1.38410037389,0.722490954318
it easier,1.6158806335,0.618857593359
it is also,2.65412764932,0.37677162975
it possible,0.910800489485,1.09793529049
it really,1.78839826663,0.55915956678
it s,0.949875882403,1.05276912334
it s going,0.574902266088,1.73942608855
it was,1.13976464662,0.877374116637
ivanka,0.167911990024,5.9555008541
japan,0.163116477848,6.13058848005
jeb,0.248845745115,4.01855374115
jeb bush,0.662821373935,1.50870210184
jobs,0.863159772113,1.15853406554
jobs of,1.00407713582,0.99593941972
jobs of the,2.25623693638,0.443215862606
jobs with,2.49000959189,0.401604878655
jobs with rising,1.04424880833,0.957626182595
join,2.40476570891,0.41584092633
jordan,2.23616963164,0.447193265596
judges,0.283218725921,3.53083997799
june,0.595577400008,1.6790428918
june 16,0.58204269298,1.71808702705
just,1.28204981378,0.780000893295
just those,1.2148686299,0.823134267677
just those at,1.20533535951,0.829644623058
justice,1.07867212113,0.927065769484
kasich,0.388087394287,2.57673919514
keep,2.34407450237,0.426607600991
keep us,1.32438274563,0.755068731681
kids,4.25968525698,0.234759128826
kids and,1.5360116812,0.651036715564
kids who,2.39909574294,0.41682371491
kind,1.10642306298,0.903813408684
kind of,1.57174666713,0.636234846819
kind of country,2.5908652969,0.385971436337
kindergarten,2.41725318864,0.413692700748
kinds,2.14197673261,0.466858479261
kinds of,2.09509551678,0.477305207324
knocked down,4.02171213582,0.248650317633
know if,0.523293877727,1.91097209916
know that,1.52103529071,0.657446941638
know we can,1.89589661101,0.527454922484
know what they,0.551193367672,1.81424534229
korea,0.961402003284,1.0401476142
lady,2.57385994441,0.388521528599
laid,0.883597327053,1.13173723978
laid out,2.62942644133,0.380311076317
landslide,0.464534707201,2.15269168159
largest,0.910859071247,1.09786467695
last night,0.215681641856,4.63646322142
latino,4.13912904118,0.241596719999
law,1.09777786191,0.910931104277
law school,1.39978581946,0.71439500679
lead,1.96218053615,0.509637100959
learn,2.01642011444,0.495928399463
learning,7.62304560871,0.131181164502
leaving,0.234217706634,4.269532028
left out,2.44070571597,0.409717563841
let,1.35093655005,0.74022721494
let s,1.9985977823,0.500350800373
let the republicans,1.74748378806,0.57225137471
lgbt,1.18530429752,0.843665210776
life,0.919285826314,1.08780095524
lift,0.8698851832,1.14957700087
likely,1.38264758451,0.723250097279
likely to,2.96896005608,0.336818273439
little bit,0.704693986322,1.41905567439
live,0.938866866544,1.06511374044
live up,1.9542130208,0.511714940673
lives,1.49708772749,0.667963527881
living,1.79662874194,0.556598019756
lobby,2.17171802615,0.460464935115
long term,2.0385820881,0.490537028573
look,0.753980814997,1.32629369357
look at,1.07500745158,0.930226110091
look at what,1.16648391656,0.857277143564
looking forward,1.4502060038,0.689557205927
looking forward to,1.33981773002,0.746370179761
loophole,5.2776402523,0.189478621542
loopholes,2.66520136326,0.37520617158
lot of money,0.771820853205,1.29563744728
love,0.536380732342,1.86434735572
love the,0.465015479678,2.15046604619
love you,0.458410262,2.18145203739
loved ones,2.48970507559,0.401653999024
m,1.42152446155,0.703470131573
magazine,0.215511013088,4.64013409649
majority of,4.48575564856,0.222927880684
make,1.46352356234,0.683282473704
make america,0.222897011464,4.48637688514
make america great,1.47256636583,0.679086541161
make college,1.35981792247,0.735392572402
make college affordable,1.15472154896,0.866009646138
make her,1.06562827818,0.938413535445
make her own,1.04844680785,0.953791830464
make it,0.849585311675,1.17704483147
make it possible,1.64397573271,0.608281485001
make progress,1.69266765424,0.59078342845
make sure,1.8458471501,0.541756667092
make sure that,1.42053030304,0.70396245533
make sure we,1.30323620314,0.767320611255
making,1.44194392739,0.693508243286
making sure,2.28028793931,0.438541108235
many americans,1.92103420353,0.520552938705
many of you,1.14207108037,0.875602243317
marco,0.551625465962,1.81282421082
markets,2.56450883821,0.389938215497
marriage equality,1.33957916568,0.746503100093
marriage equality and,1.06102017125,0.942489150625
massive,0.21574819636,4.63503295449
matters,3.92832407063,0.254561482714
mayor,3.82401547557,0.26150521785
me,0.898511974456,1.11295122205
mean,1.3457722194,0.74306779824
measures,1.55236463528,0.644178550113
media,0.196324249674,5.09361427161
meet,1.62638202488,0.614861689751
men,0.819733051918,1.21990933226
mental,1.18088287697,0.846824032682
mental health,3.17709057466,0.314753380963
mess,0.419810949401,2.38202457899
met,2.5474121299,0.392555247839
mexico,0.296701813915,3.37038721403
mexico and,0.932968512638,1.07184753446
middle,0.357978658581,2.7934626158
middle class,3.66203795365,0.273071992332
middle class families,1.36603805678,0.73204402691
military,1.00307566607,0.996933764646
million and,0.283292106553,3.52992539103
million kids,1.35219829176,0.739536505923
million new,2.56926411002,0.389216506041
millions and,0.276948960761,3.61077361422
millions of americans,1.28915854386,0.775699780886
millions of dollars,0.421177472353,2.37429602873
minimum,1.1680166749,0.85615216074
minimum wage,2.61516676295,0.382384792499
minutes,0.353482581998,2.82899370698
mission,2.12566671319,0.470440635777
mom,2.59846978942,0.384841880429
money,0.472615408507,2.1158853097
money for,0.891432181165,1.12179032924
more,1.45817656784,0.685788005416
more affordable,1.18446637389,0.844262042422
more good,1.74670864602,0.572505324387
more good jobs,1.65052750742,0.605866909522
more jobs,2.46404073867,0.40583744591
more people,1.81379132159,0.551331340104
more solar,1.04945274083,0.95287759143
more to,1.0340254931,0.967094144848
mortgage,2.1638063669,0.46214856158
mother,6.22869417248,0.160547294876
move,1.51654540464,0.659393379808
mr,0.659127454298,1.51715725613
mr trump,0.554765359859,1.8025638808
mrs,4.62407096945,0.216259656611
mrs clinton,2.47775960733,0.403590403621
much better,0.297185803076,3.36489828804
muslim,2.22012707774,0.45042466714
muslims,3.93869092753,0.253891462519
my,1.03419765534,0.96693315329
my first,1.11534379853,0.896584534126
my first term,1.23995012003,0.806484054358
my friends,3.8246973175,0.261458598416
my heart,1.37148604659,0.729136109322
my husband,14.1521462391,0.0706606604472
my plan,1.54485473687,0.647310051966
my wife,0.143186676243,6.98389002552
myself,0.321633384323,3.10912998694
nafta,0.438115265157,2.28250435337
national,1.93164693611,0.517692949631
national security,2.37611184104,0.42085561072
nearly,1.0343716411,0.966770510967
necessary,2.7268671473,0.366721202751
need,1.36028440278,0.735140385314
need more,2.5640068013,0.390014566067
need to,1.17336771177,0.852247756578
need to be,1.13340086581,0.882300367124
need to do,1.90477888395,0.524995320154
need to get,1.04031698267,0.96124548254
need to make,0.895792728334,1.1163296691
needed,2.20386884424,0.4537475098
needs,0.859549285904,1.16340041973
negative,0.374937477932,2.66711134218
never,0.707196109254,1.4140349288
never seen,0.374420203252,2.6707960503
new,1.02308095014,0.977439761593
new jobs,2.00920385084,0.497709577642
next president,1.58077851738,0.632599689967
nice,0.183795179984,5.44083909102
no fly,4.01441120643,0.249102532994
nobody,0.36577529014,2.73391895778
not enough,2.49875094145,0.400199949267
not going,1.54394874588,0.647689894286
not going to,0.607511637313,1.64605900296
not just,4.51498921234,0.221484471605
not only,2.39305912167,0.417875175312
now they,0.366627092158,2.72756711489
nuclear,2.23921941344,0.446584195365
number,0.638606216662,1.56591021808
number one,0.355627662423,2.81192973906
numbers,0.298936472298,3.3451923491
nurses,2.87764346164,0.347506566859
obamacare,0.566993073522,1.76368997559
of,1.11817041578,0.894318062693
of america,0.541874478457,1.84544583618
of americans,3.80955842849,0.262497614558
of country,2.54435859819,0.393026360636
of course,1.70353147391,0.587015863997
of gun,0.821517344679,1.21725975292
of mine,0.409271078927,2.44336834799
of money,0.596308256128,1.67698499849
of my first,1.23047618955,0.812693499064
of opportunity,1.13714631189,0.87939431324
of our,1.19264769941,0.838470573075
of poverty,1.97806800433,0.50554379213
of state,2.15209757227,0.464662946924
of the future,1.16858992725,0.85573217489
of the great,0.718951100537,1.39091518081
of the things,0.577524013367,1.73152973185
of these,1.13652578722,0.879874448295
of us,0.97108646898,1.02977441448
of you,1.59710539128,0.626132755835
of young,3.80706964604,0.262669216215
of young people,1.73621367984,0.575965972169
offensive,2.0212144954,0.494752042534
offer,2.14565701151,0.466057713156
often,4.23293222718,0.23624285633
oh,0.553444182923,1.80686694495
oil,0.432185990092,2.31381864042
ok,0.3695200172,2.70621334015
older,1.02306389428,0.977456056845
on,1.29413443227,0.772717250285
on 9,1.27641842242,0.783442155357
on television,0.393022485235,2.54438368686
on the,1.04040904787,0.961160422473
on the ground,2.02021324384,0.494997249944
on the progress,1.07327629281,0.931726533697
on wall,1.40117371368,0.713687382398
once,1.69872793749,0.588675783763
once again,3.81261706379,0.262287028377
one,0.934174710825,1.07046357433
one another,1.02168412766,0.978776094219
one of the,0.77638865383,1.28801470123
one thing,0.971628619126,1.02919982009
online,2.37207209581,0.421572346711
opportunities,8.78931761813,0.113774475272
opportunity,1.87812064714,0.532447157494
opposition,2.88866934149,0.346180154868
optimism,1.4428492206,0.69307311237
or,1.32701018555,0.753573718493
or her,1.13532186015,0.880807491775
other day,0.704122679693,1.42020705885
others,1.67202589179,0.598076862872
our,0.701796858521,1.42491375939
our children,1.6182158841,0.617964518717
our economy,1.43290178759,0.697884536583
our future,5.65844208178,0.176727089462
our history,3.2836021736,0.304543591803
our jobs,0.312015354441,3.20497047907
our kids,0.705885834809,1.41665967879
our military,0.966441310074,1.03472398125
our rights,1.0167786012,0.983498274671
our values,2.57556731333,0.388263973853
our vets,0.848408874985,1.17867696754
out how,1.30425929581,0.766718706327
out how to,0.9416817274,1.06192991847
out of poverty,1.67235048922,0.597960778227
over,0.710392193115,1.40767312717
over the,0.995893249136,1.00412368581
overseas,2.08095470792,0.480548661724
own,1.50723730801,0.663465530403
own health,1.04372651108,0.958105393876
paid,4.22599806282,0.236630491812
paid family,1.24733429496,0.801709697266
paid family leave,1.23756565805,0.808037936003
panels,1.42934538766,0.699620965397
parent,3.59470461386,0.278186974291
parenthood,1.96208985071,0.509660655775
parents,1.54736197493,0.646261195636
part,1.1659721955,0.857653384751
part of,1.84844918004,0.540994045603
particularly,6.7362791041,0.148449906031
partisan,2.45047141354,0.408084744214
partner,3.27780892259,0.305081846934
partners,2.39391342605,0.417726050206
past,5.88252737023,0.16999495915
path,1.07855004248,0.927170701973
path to,2.00595493124,0.498515686681
path to citizenship,1.3324403397,0.750502645562
pay,1.89509272719,0.527678664823
pay back,2.83608644543,0.352598561166
pay for women,1.13681074531,0.879653895013
paying,1.19162231661,0.83919207123
paying jobs,0.778595508874,1.28436394585
people across,2.03332116983,0.491806220699
people s,1.49760902907,0.667731016968
people s lives,0.999988669725,1.0000113304
people that,0.220470591176,4.53575234077
people that are,0.255246541192,3.91778080648
people to,1.24172031103,0.805334334242
people who,1.01950501156,0.980868155291
people who are,1.16321252176,0.859688132041
people who have,2.1191057622,0.471897164284
people with disabilities,1.73045704775,0.57788201175
percentage of,1.04623243176,0.955810553795
person,0.463252879566,2.15864821161
plan,1.58415263754,0.631252302524
plan to,0.80555707697,1.24137696581
planned,2.93299787534,0.340948081963
planned parenthood,1.25168368062,0.798923893857
plans,2.03031362773,0.492534742585
plant,0.502039760466,1.99187410788
playing the,5.34643288347,0.187040597309
policies,1.34944055086,0.741047835982
politician,0.15967528358,6.26271002987
politicians,0.178411898398,5.60500733964
poll,0.145247806785,6.88478554091
polls,0.273756056459,3.65288721986
possible,1.83918790595,0.543718233882
possible for,1.29555568977,0.771869559832
potential,2.02155269328,0.494669272447
pouring,0.219843456545,4.54869121745
poverty,1.19256251979,0.838530461427
power every,1.03918124285,0.962296044971
prepare,1.00464373458,0.995377730018
prescription,2.36025098931,0.423683754198
prescription drug,0.972947164284,1.02780504092
president,1.43515001676,0.696791268037
president elect,3.32334225768,0.300901900094
president i,1.06328452202,0.940482043416
president i will,0.372861036817,2.68196432788
president obama,1.01346355971,0.986715299646
president obama and,2.84906178086,0.350992739686
president obama s,1.39840067068,0.71510263186
president to,2.54803339764,0.392459534057
press,0.51697722172,1.93432120021
prevent,1.74651221781,0.572569713398
priority,2.79479903496,0.357807480069
prisoners,0.275876758006,3.6248069871
privatize,5.02375573378,0.199054263979
probably,0.387012484336,2.58389597358
problems,1.93253322862,0.517455526865
problems that,1.53293457686,0.652343560578
profits,2.15531736145,0.463968795448
program,2.2053634698,0.453439994675
programs,4.31065986332,0.231983044756
progress,5.66656458618,0.17647376727
progress we,1.40238492186,0.713070986726
progress we have,1.24036472878,0.806214476112
progressive,6.17929516547,0.161830754677
promise,2.09155421233,0.478113354224
promise of,2.08014591329,0.480735506875
prosperity,1.47923635007,0.676024490576
provide,2.47552376219,0.403954918662
provided,3.13282289059,0.319200936319
public,2.73667637743,0.36540674237
public college,1.18239182489,0.84574333055
public college or,1.10038481237,0.908772993553
pursue,2.5584875935,0.390855911336
push,1.04894639621,0.953337561969
quality,0.798515537091,1.25232378526
quality affordable,1.24098415008,0.805812064512
racism,2.49362020246,0.401023379187
radicalization,1.51642552707,0.659445506652
raise,1.56013969663,0.640968242881
raise incomes,1.59434354992,0.627217389911
raise the,1.44875888648,0.690245981806
raise the minimum,1.2831385581,0.779339061777
raising,1.39974426289,0.71441621624
raising the,2.269325634,0.440659544412
raising the minimum,1.0762078781,0.929188514919
re,1.20628830938,0.828989216115
re going,0.916220919611,1.09143982482
re going to,1.01593086039,0.984318952197
reach,1.63996404722,0.609769465188
real,1.51333371004,0.660792787056
recession,6.90018706899,0.144923607143
recognize,4.57340001708,0.218655703911
recovery,6.3139721808,0.158378904969
refinance,4.41464567628,0.226518745405
reform,1.71128205394,0.584357206165
reform and,2.05219455521,0.487283234165
region,1.61676098706,0.618520614985
renewable,2.71388367529,0.368475631106
renewable energy,1.54151435289,0.648712740252
renewable energy to,1.02064367115,0.979773870422
reproductive,1.61288938022,0.62000532229
republican candidates,5.24942188096,0.190497167627
republican party,0.5006476676,1.99741268105
republicans,4.62734398306,0.2161066918
republicans and,0.635402578844,1.57380538464
republicans are,2.28338747126,0.437945820666
republicans have,3.1782585764,0.314637709916
republicans to,1.52325952608,0.656486949782
research,2.98576817862,0.334922184234
resources,1.74047027994,0.574557354715
rest of,1.45346814384,0.688009575055
rest of the,1.24081349748,0.805922890128
results,2.93495936709,0.340720219575
retirement,1.79737952961,0.556365521877
reverse,1.94371525243,0.514478650486
rid,0.535430713656,1.86765528106
rid of,0.480278730529,2.0821242675
rigged,0.180714109332,5.53360223888
right here,1.27339197795,0.785304146186
right here in,0.678207448001,1.4744751078
right to,0.645177424829,1.54996123782
right to make,1.15141029784,0.868500135769
right to vote,3.09898629105,0.322686164469
rights,1.68200508084,0.594528525147
rights and,1.05548020743,0.947436051341
rights women,1.15232792503,0.867808527662
rise,1.40027704073,0.714144394942
rising,2.55377593017,0.391577032342
rising incomes,1.05548488527,0.947431852374
risk,2.11575970565,0.472643465763
rubio,0.77277667892,1.2940349098
run,0.586547278392,1.70489240482
s a,0.62886070719,1.59017726591
s going,0.724097818756,1.38102888049
s going to,0.567687908204,1.76153126665
s health insurance,1.07299750683,0.931968614684
s lives,1.08081287889,0.925229537446
s right,1.05417413139,0.948609883528
s right to,1.70088564322,0.587929002746
s rights,1.53416575199,0.651820051845
s why,1.33660146464,0.748166171034
safe,0.573661794136,1.74318738013
safe and,4.21251958849,0.237387620163
safety,1.32062979793,0.757214475674
safety reform,1.08386670268,0.922622678163
said,1.43768919578,0.69556062808
said i,0.995520898311,1.00449925431
same,1.18553924405,0.84349801579
say,0.90221512166,1.1083831073
say it,0.444183331132,2.25132266322
say you,1.02100781156,0.979424436008
saying,0.835169347522,1.19736195176
school,2.24908923424,0.444624421645
schools,2.77279566591,0.360646841848
second amendment,0.413944898797,2.41578046476
secretary,1.111245071,0.89989150557
secretary of,0.681347712823,1.46767939656
secretary of state,1.18647521409,0.842832608826
security,0.801014373273,1.24841704889
seen,0.820704157167,1.21846586406
sen,3.21936019654,0.310620725532
sen clinton,3.18453503698,0.314017584478
sen clinton and,1.58426722163,0.631206646419
senate,0.888670055866,1.12527702875
senator,3.14621064849,0.317842672257
senator from,2.22377805689,0.449685163905
senator from new,2.14616425229,0.465947561532
senator sanders,4.85844165975,0.205827314607
sense,1.22844561025,0.8140368541
sense gun safety,1.06168018998,0.941903229842
serious,2.07306500332,0.482377541659
serve,1.87698678192,0.532768802439
service,2.99708716381,0.333657296349
serving,2.83043707317,0.353302325453
set,1.90644872143,0.524535482522
share,2.23885645999,0.44665659361
share of,1.66529979112,0.600492479092
sharing,4.71404522493,0.21213203359
she,0.539410628623,1.85387522406
she s,0.447937084802,2.23245637374
should,1.45139918422,0.688990328003
should be,1.13220913637,0.883229050073
should be able,1.1179737952,0.894475348429
since the great,2.21442031776,0.451585451949
single day,2.36017153335,0.423698017652
skills,2.92945929721,0.341359922956
small,2.10259739297,0.475602225773
small business,3.87282626071,0.258209362539
small businesses,2.30809731432,0.433257295433
smart,0.444996848139,2.24720692783
so grateful,0.869567004875,1.14999763606
so hard,1.02697022426,0.973738065994
so many of,2.83560690396,0.352658190599
so more,1.2727063326,0.785727213252
so strong,0.313045832105,3.19442042488
so that,1.02641479437,0.974264990609
solar,3.45062758752,0.289802354684
solutions,2.96011974337,0.337824171552
some,1.33813628824,0.747308034904
somebody,0.534085889657,1.87235802212
someone,2.01742008875,0.49568258271
south korea,0.336830535993,2.968851969
stacked,2.7545421967,0.363036732999
stake,2.60015080111,0.384593078052
stake in,1.16208364695,0.860523252883
stand,2.48679703562,0.402123689901
stand in,0.965511228219,1.0357207361
stand up,0.788345349386,1.26847960831
stand up for,0.742772436999,1.3463073617
stand up to,1.33245733561,0.750493072668
stand with,1.53624388618,0.650938310638
standing up,2.33326561498,0.428583866997
start,1.53458993077,0.651639881086
state,1.29691680745,0.771059480651
state and,1.6530514295,0.604941856107
statement,0.340768961234,2.93453956716
stay,0.981386771032,1.01896625216
stay ahead,1.28182591669,0.780137136391
still,2.39452614827,0.417619160568
strategy,3.93516315319,0.2541190698
street,0.875833722557,1.1417692357
strengthen,2.41735537676,0.413675212843
struggling,3.35237271815,0.29829618723
student,3.75293455841,0.266458150132
student debt,2.05328839988,0.487023644638
students,3.02652003519,0.330412483106
stuff,0.279248421016,3.58104083941
stupid,0.179425178412,5.57335380045
substance,2.02473992741,0.493890591311
succeed,1.81734393427,0.550253576739
superpower,0.986394089517,1.01379358476
support,1.85467880111,0.539176918074
supposed to,0.443264821956,2.25598773119
sure,1.80685241096,0.553448634727
sure that,0.973954433485,1.02674207912
sure that we,0.773622668722,1.29261982673
sure we,2.23035858979,0.448358396079
systemic,2.74551590811,0.364230269818
t,0.727183576212,1.37516857189
t do,0.679445484296,1.47178842617
t even,0.723367992749,1.38242223878
t have,0.593960047559,1.68361492344
t know,1.17646232244,0.850005972081
t know if,0.457601781377,2.18530617821
t know what,1.0079825591,0.99208065752
t like,0.561554029961,1.78077254662
t say,0.533579667427,1.87413438151
t want,0.545720552522,1.83243968983
t want to,1.28940484857,0.775551605153
t win,0.497667069214,2.00937546778
tackle,2.83562074917,0.352656468709
take a look,0.526030110623,1.90103186073
take care,0.506295467379,1.97513125128
take care of,0.678760959476,1.47327271264
take on,3.41594027009,0.292745165586
take on the,1.48284971152,0.674377175401
talk to,2.28805808341,0.437051842018
talking about,0.624728730372,1.60069475179
talking to,3.57454372193,0.279755985041
tax,1.35405564775,0.738522084867
tax breaks,2.16073088152,0.462806362677
tax code,1.35014165715,0.740663022062
taxes on,0.930530125937,1.07465623318
taxes on the,1.25581485655,0.796295723678
taxpayers,2.37739917957,0.420627721501
teacher,3.36976423757,0.296756665897
teachers,4.5294305896,0.220778303193
teachers and,0.599496975438,1.66806512955
tech,1.90624945649,0.524590313507
technology,2.23207906481,0.448012803743
ted,0.399118388493,2.5055222431
ted cruz,1.97285159986,0.506880497283
television,0.203271443054,4.91953018573
term,0.834881105949,1.19777533936
terms,0.298609644105,3.34885366144
terms of,0.939103475615,1.06484538282
terrorist,3.01785761537,0.331360894864
terrorists,3.93999819275,0.253807223019
test,3.72722657594,0.268296004986
than anybody,0.338944479513,2.95033570523
than ever before,0.576810829084,1.73367064136
thank,1.24461269703,0.803462798018
thank you for,1.04811069632,0.954097695508
thanks,2.25885489288,0.442702186472
thanks to,2.48096833084,0.403068425974
that,1.24871299263,0.800824533661
that is,1.34929407547,0.741128281952
that is what,0.9939209911,1.00611618927
that is why,0.996297596782,1.00371616195
that my,1.70731092916,0.585716393495
that s,0.455500865177,2.19538551175
that s why,1.43913825601,0.694860271987
that the,1.59720038181,0.626095517749
that was,0.626485867979,1.59620519969
that we,1.06221595274,0.941428150668
that we can,1.30227083209,0.767889424658
that when,1.90778987086,0.52416674146
that will,0.860266116788,1.16243099721
the,0.795381081326,1.25725897118
the 1990,1.83243239067,0.545722726302
the 21st,1.60259315693,0.623988687132
the affordable,1.50844862094,0.662932754963
the affordable care,1.46117521884,0.684380618493
the auto,1.82181962417,0.548901761039
the barriers,2.27694222655,0.439185495504
the barriers that,1.20601467115,0.829177309297
the border,0.735255151857,1.36007207494
the challenges,0.807673642074,1.23812385091
the chance,2.45817295206,0.406806200989
the chance to,2.23224298954,0.447979903929
the children,0.866430426107,1.15416076106
the children s,2.28085287248,0.438432488157
the clean,1.28907323502,0.775751115481
the clean energy,1.2400491972,0.806419618075
the community,1.02210166552,0.978376255255
the cost,1.46841801301,0.681004993905
the credit he,1.26424517722,0.790985813528
the deal,0.375929717357,2.6600716938
the debt,1.72660758598,0.5791703964
the democratic,1.13099267924,0.884179021101
the democratic party,0.737317984818,1.3562669304
the economy,0.88052656088,1.13568408317
the end,0.527426611468,1.89599837827
the end of,1.98321934322,0.50423066083
the families,1.86721230401,0.535557739124
the federal,1.96254633367,0.509542110087
the federal government,1.01588670434,0.984361736134
the financial,4.7419612502,0.210883207862
the future,2.08979695988,0.478515386517
the granddaughter,1.11745064421,0.894894110253
the granddaughter of,1.11150445511,0.899681504112
the great depression,2.28687086244,0.437278735947
the great recession,1.77526808334,0.5632952056
the greatest,1.26462481913,0.79074835862
the ground,0.974733362258,1.02592158914
the gun,3.92430008577,0.254822510548
the guy,0.655369289216,1.52585727841
the hard,1.86858486099,0.535164348635
the health,0.998704098946,1.00129758259
the hell,0.912027061134,1.09645869362
the history,1.30766192504,0.764723649783
the history of,0.756596869379,1.32170782153
the issues,0.958120172974,1.0437104115
the lgbt,1.19507544506,0.83676725527
the lgbt community,1.05733085706,0.945777750954
the lives,1.61634176336,0.618681038052
the media,0.343756067096,2.90903956532
the middle class,1.0259798676,0.974677994747
the minimum,1.32065277077,0.757201303877
the minimum wage,1.56539090204,0.638818073299
the money,0.852312794009,1.1732781756
the mortgage,1.2961225466,0.771531984086
the oil,0.394583926948,2.53431508915
the one,0.759283662677,1.31703083993
the opportunities,1.73117678984,0.57764175552
the other day,0.707934476923,1.41256010633
the past,0.494819935556,2.02093716955
the people,0.468095706704,2.13631525707
the people that,1.82041163808,0.5493263057
the place,0.461806687074,2.16540822814
the politicians,0.54904777705,1.821335122
the press,0.331580454118,3.01585931131
the progress,1.46949718696,0.680504875324
the progress we,1.32355967991,0.755538276948
the promise,1.62050531352,0.617091466258
the promise of,1.36566030443,0.732246516029
the republican party,0.522809021592,1.91274434583
the republicans,1.05884701835,0.944423493354
the resources,1.87038325988,0.534649780851
the rest,1.07557592197,0.929734460932
the same,1.70925430744,0.585050448985
the senate,1.94293598475,0.514684996237
the supreme court,2.80972495946,0.355906721984
the tax,4.46769361733,0.223829135489
the things,0.684165432548,1.46163479244
the top,1.1193116667,0.893406215404
the vets,0.492567315448,2.03017936562
